Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Volatility,MA5,MA10,date,headline,url
2025-09-04,504.29998779296875,508.1499938964844,503.1499938964844,507.9700012207031,15509500,0.0,0.0,,,,,,,
2025-09-05,509.07000732421875,511.9700012207031,492.3699951171875,495.0,31994800,0.0,0.0,-0.025533006259296664,,,,,,
2025-09-08,498.1099853515625,501.20001220703125,495.0299987792969,498.20001220703125,16771000,0.0,0.0,0.006464671125315569,,,,,,
2025-09-09,501.42999267578125,502.25,497.70001220703125,498.4100036621094,14410500,0.0,0.0,0.00042150030094911806,,,,,,
2025-09-10,502.9800109863281,503.2300109863281,496.7200012207031,500.3699951171875,21611800,0.0,0.0,0.003932488193810091,,499.99000244140626,,,,
2025-09-11,502.25,503.1700134277344,497.8800048828125,501.010009765625,18881600,0.0,0.0,0.0012790827881028477,0.012989450499568017,498.59800415039064,,,,
2025-09-12,506.6499938964844,512.5499877929688,503.8500061035156,509.8999938964844,23624900,0.0,0.0,0.017744124783092063,0.006996726167664633,501.5780029296875,,,,
2025-09-15,508.7900085449219,515.469970703125,507.0,515.3599853515625,17143800,0.0,0.0,0.010707965327386493,0.007321765821941705,505.00999755859374,,2025-09-14 08:15:00,3 Tech Stocks You Can Buy and Hold for the Next Decade - The Motley Fool,https://news.google.com/rss/articles/CBMimAFBVV95cUxPSkxZSm1tZ085RGRZLVZFM3NJemV4eWJjMzZkY09rNU1yU3U5eDBKc3ZKYTFiSVJveU5RQkRwQkUyVnBwV2M1VlJtZy02Szk1Mmg0clNwZndRb3F6UTJnOHNGdmJ0OFFHTTFMQTJ4VXY3RE1WNzNLV2pSUnhjeWRMaWpxYTZ1cHRHTVJtM190MGFqUGZZS28yZg?oc=5
2025-09-16,516.8800048828125,517.22998046875,508.6000061035156,509.0400085449219,19688100,0.0,0.0,-0.012263227620067041,0.011240618789068377,507.13599853515626,,2025-09-15 17:53:41,“Anybody…Smart Enough…Should Know…” Microsoft Stock (NASDAQ:MSFT) Notches Up on Tough Talk for Protesters - TipRanks,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPZWJ0dm13dWlqSEtXTHJ5LUd1Rmo0SGZKeW5OTTRBeVZJcWV2YlVuMEFsQjdJQU5SaFkwNUFhWjBHLWdkWDIteVNYelJtR0F4ZFZjWHhXUEY4MFp2d2trbV9DWE43SWNVbk1qcTZJZ3FBT1hEdVEydnZUUlIwS0xOWk5JU3ZHd3FHRWViQXM5TkpSS3BDNVg4NmkyWElRTTZwRzhDN3lQRHdlOHRrLXkwU0RQQ2gxMHFWbDAxUGVGd1FWblNXbVlXQg?oc=5
2025-09-17,510.6400146484375,510.82000732421875,505.94000244140625,508.0631103515625,6983452,0.0,0.0,-0.0019190990432201849,0.011585194295940548,508.67462158203125,504.3323120117187,2025-09-16 17:44:05,"OpenAI Restructure Progress Eases Investor Concerns, Microsoft’s (MSFT) Ties Bolster AI Growth Outlook - Yahoo Finance",https://news.google.com/rss/articles/CBMikgFBVV95cUxNUHRBVVYyQ0liR3ZrcXhtRmg3MDFMaDBQX0YwYnNXTmZYWjVkdmlQUllOQ25xbDdQVGpBOHdRLVNucDlDWEVsaVNOS21TWUVlYVlHSWRlWnROSVJqT1hzNkJic3BxSE4yS291OGVfQWFxeEtBR3I3M3RjNFIzUjRySlVibmRVWjZMcWJzOGJOMUVTZw?oc=5
